Input,Base Model Output,Fine-tuned Output,Match
Could have had better for 13 the price in Chinatown.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""price"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""price"",""polarity"":""negative""}]}",False
My husband and I had a blast.,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""bargain"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""fun"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""general"",""aspects"":[{""term"":""husband and I"",""polarity"":""positive""}]}",False
personally i say save your money.,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""save your money"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""general"",""aspects"":[{""term"":""save your money"",""polarity"":""negative""}]}",False
"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJbased pork product know to us Jersey girls and boys as Taylor ham.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""hot dogs"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""breakfast sandwiches"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""","{""domain"":""restaurants"",""aspects"":[{""term"":""hot dogs"",""polarity"":""positive""},{""term"":""breakfast sandwiches"",""polarity"":""positive""},{""term"":""tator tots"",""polarity"":""neutral""},{""term"":""English muffins"",""polarity"":""neutral""},{""term"":""NJbased pork product"",""polarity"":""positive""},{""term",False
"Believe me, they live up to the name.","```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""name"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""general"",""aspects"":[{""term"":""they"",""polarity"":""positive""}]}",False
"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.","```json
{
    ""domain"": ""restaurants"",
    ""aspects"": [
        {
            ""term"": ""manager"",
            ""polarity"": ""negative""
        },
        {
            ""term"": ""bartender"",
            ""polarity"": ""negative""
        }
    ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""manager"",""polarity"":""negative""},{""term"":""bartender"",""polarity"":""negative""},{""term"":""waiting time"",""polarity"":""negative""}]}",False
"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""service"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""atmosphere"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""service"",""polarity"":""positive""},{""term"":""atmosphere"",""polarity"":""positive""}]}",False
"When the dish arrived it was blazing with green chillis, definitely not edible by a human.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""dish"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""dish"",""polarity"":""negative""}]}",False
The absolute worst service I've ever experienced and the food was below average when they actually gave people the meals they ordered.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""service"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""food"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""service"",""polarity"":""negative""},{""term"":""food"",""polarity"":""negative""}]}",False
It's about 7 for lunch and they have takeout or dinein.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""lunch"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""takeout"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""d","{""domain"":""restaurants"",""aspects"":[{""term"":""lunch price"",""polarity"":""neutral""},{""term"":""takeout option"",""polarity"":""neutral""},{""term"":""dinein option"",""polarity"":""neutral""}]}",False
They are by far the BEST past in New York.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""BEST past"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""past"",""polarity"":""positive""}]}",False
I have eaten here several times before attending an afternoon performance.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""eating"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""performance"",""polarity"":""neutral""}]}",False
Everything is very cheap.,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""cheap"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""general"",""aspects"":[{""term"":""Everything"",""polarity"":""positive""}]}",False
Be sure to accompany your food with one of their fresh juice concoctions.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""food"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""juice concoctions"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""fresh juice concoctions"",""polarity"":""positive""}]}",False
The food is great and the prices are reasonable.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""food"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""prices"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Food"",""polarity"":""positive""},{""term"":""Prices"",""polarity"":""positive""}]}",False
"The place is clean, and if you like soul food, then this is the place to be!","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""clean"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""soul food"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""place"",""polarity"":""positive""},{""term"":""soul food"",""polarity"":""positive""}]}",False
You'll see a lot of people eating there after church.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""eating"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""people eating there"",""polarity"":""neutral""}]}",False
I had roast chicken and a salad.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""roast chicken"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""salad"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Roast chicken"",""polarity"":""neutral""},{""term"":""Salad"",""polarity"":""neutral""}]}",False
I've been a regular customer at Juice Generation for the last 3 months  my office moved to the Film Center on Ninth Avenue and they are on the next block.,"```json
{
    ""domain"": ""restaurants"",
    ""aspects"": [
        {
            ""term"": ""Juice Generation"",
            ""polarity"": ""positive""
        },
        {
            ""term"": ""Film Center"",
            ""polarity"": ""neutral""
        }
    ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Juice Generation"",""polarity"":""neutral""},{""term"":""Film Center"",""polarity"":""neutral""}]}",False
They have a very good chicken with avocado and good tuna as well.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""chicken"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""avocado"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""t","{""domain"":""restaurants"",""aspects"":[{""term"":""Chicken with avocado"",""polarity"":""positive""},{""term"":""Tuna"",""polarity"":""positive""}]}",False
It's the kind of place I like to support!,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""support"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""place"",""polarity"":""positive""}]}",False
But the meals were terrible.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""meals"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Meals"",""polarity"":""negative""}]}",False
My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""chicken"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""sauce"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Chicken"",""polarity"":""negative""},{""term"":""Sauce"",""polarity"":""negative""}]}",False
Malted Milk Ball Gelato  have you ever in your life heard of anything so ridiculously wonderful?,"```json
{
    ""domain"": ""restaurants"",
    ""aspects"": [
        {
            ""term"": ""Malted Milk Ball Gelato"",
            ""polarity"": ""positive""
        }
    ]
}
```","{""domain"":""general"",""aspects"":[{""term"":""Malted Milk Ball Gelato"",""polarity"":""positive""}]}",False
just walk by the window and see all the unbiased positive reviews in all the major nyc publications.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""window view"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""unbiased positive reviews"",
      ""polarity"": ""positive""
    },
    {
      ""term"":","{""domain"":""restaurants"",""aspects"":[{""term"":""unbiased positive reviews"",""polarity"":""positive""}]}",False
Way too much money for such a terrible meal.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""meal"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""meal"",""polarity"":""negative""}]}",False
Would not recommend anyone to go.,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""recommendation"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""go"",""polarity"":""negative""}]}",False
"However, the service is absolutely horrible.","```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""service"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""service"",""polarity"":""negative""}]}",False
A con was the slow bar service.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""bar service"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""bar service"",""polarity"":""negative""}]}",False
Dessert was also to die for!,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""dessert"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Dessert"",""polarity"":""positive""}]}",False
"BTW, the service is very good .","```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""service"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Service"",""polarity"":""positive""}]}",False
We loved it and will go back!,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""love"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""return"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""it"",""polarity"":""positive""}]}",False
I came again weeks later with my boyfriend and again had a very nice experience.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""experience"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""experience"",""polarity"":""positive""}]}",False
It's eaten with black vinegar and shredded ginger.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""eaten"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""black vinegar"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""sh","{""domain"":""restaurants"",""aspects"":[{""term"":""black vinegar"",""polarity"":""neutral""},{""term"":""shredded ginger"",""polarity"":""neutral""}]}",False
"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performingand my escargot looked like it might crawl off the plate.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""unattractive lighting"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""overpriced food"",
      ""polarity"": ""negative""
    },
    {
      ""","{""domain"":""restaurants"",""aspects"":[{""term"":""Lighting"",""polarity"":""negative""},{""term"":""Food price"",""polarity"":""negative""},{""term"":""Disco pop duo"",""polarity"":""negative""},{""term"":""Escargot appearance"",""polarity"":""negative""}]}",False
We'll definitly be back again!,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""definitely"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""We'll definitely be back"",""polarity"":""positive""}]}",False
This is the best Italian restaurant in the city.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""Italian restaurant"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Italian restaurant"",""polarity"":""positive""}]}",False
it is a cozy place to go with a couple of friends.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""cozy"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""cozy place"",""polarity"":""positive""}]}",False
"The service is always great, and the owner walks around to make sure you enjoy.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""service"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""owner"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Service"",""polarity"":""positive""},{""term"":""Owner"",""polarity"":""positive""}]}",False
